Paper ID,Authors,Year,Title,MWP Technique,Traditional tests,AU raw,TC MWP Relevance,App Score,App Evidence,Meth Score,Meth Evidence,SigProc Score,SigProc Types,PropC Score,Property Types,Raw Property,IdM Score,Id Methods,Raw IdM,DA Score,Rheo Score,Rheo Models,Rheo Purpose,Reviewer Support,ABK,ABL,Primary,Secondary,Tie-break Used?,Tie-break Reason,Confidence,Rationale,Materials,Geometries
P123,"Hou, S. and Deng, Y. and Jin, R. and Shi, X. and Luo, X.",2022,"Relationships between Physical, Mechanical and Acoustic Properties of Asphalt Mixtures Using Ultrasonic Testing",UT,Complex modulus (E*),"Ultrasonic testing (UT), Complex modulus (E*)",High,2,conventional-test comparison (Complex modulus (E*)); multiple material types (4); additives/modifiers,2,configuration (UT); temperature (UT); transducer type (UT); wave type (UT),0,Not described,3,"|E*| / dynamic modulus, phase angle","Norm of the complex modulus, Phase angle of the complex modulus",1,direct analytical / empirical equation,Analytical method based on closed-form solutions of wave equations,2,0,None,"Master curve construction, Comparison of results from different tests (e.g. between MWP tests and complex modulus tests)",1,correlation with air voids content,Close to MWP,Application Focus,Testing Methodology Focus,Yes,Scores tied at 2; ABK/ABL emphasis resolved to Application Focus,Medium,"App=2, Meth=2, DA=2 (SigProc=0, PropC=3, IdM=1). Scores tied at 2; ABK/ABL emphasis resolved to Application Focus.",Hot Mixture Asphalt (HMA),Cylinder
P107,"Li, Long and Chen, Jun",2021,Nonlinear ultrasonic characterization of material deterioration of asphalt mixture during cracking-healing cycles,UT,None reported,Ultrasonic testing (UT),Medium,1,cracking/damage,2,central frequency (UT); configuration (UT); transducer type (UT); wave type (UT); methodological comment (UT),1,"FFT, windowing",0,Other output (see raw),non linear parameter,1,direct analytical / empirical equation,Analytical method based on closed-form solutions of wave equations,1,0,None,Not reported,1,New techniques for cracking,Not reported,Testing Methodology Focus,None,No,Single highest technical score,High,"App=1, Meth=2, DA=1 (SigProc=1, PropC=0, IdM=1). Single highest technical score.",Hot Mixture Asphalt (HMA),Prism / beam
P75,"Singh, Manpreet and Adhikari, Anuj and Maurya, Manish Kumar and Srivastava, Anshuman and Chhabra, Rishi Singh",2020,Feasibility Study on Use of Washed-Reclaimed Asphalt as a Partial Replacement of Natural Aggregate in Dry-Lean Concrete as Base Course for Rigid Pavement,UT,"Moisture sensitivity, Rebound Hammer","Ultrasonic testing (UT), Moisture sensitivity, Rebound Hammer",Low,2,"conventional-test comparison (Moisture sensitivity, Rebound Hammer); multiple material types (5); RAP/RAS or recycled materials",2,configuration (UT); transducer type (UT); wave type (UT),0,Not described,2,"|E*| / dynamic modulus, wave velocity","Norm of the complex modulus, P-waves/S-waves velocities",1,direct analytical / empirical equation,Analytical method based on closed-form solutions of wave equations,2,0,None,Not reported,0,Not reported,Not reported,Application Focus,Testing Methodology Focus,Yes,Scores tied at 2; ABK/ABL not decisive; richer form evidence favoured Application Focus,Low,"App=2, Meth=2, DA=2 (SigProc=0, PropC=2, IdM=1). Scores tied at 2; ABK/ABL not decisive; richer form evidence favoured Application Focus.",Cement-treated or hybrid material,Other / special / unspecified
P89,"Boz, I. and Solaimanian, M.",2018,Investigating the effect of rejuvenators on low-temperature properties of recycled asphalt using impact resonance test,IR,None reported,Impact resonance test (IRT),High,3,multiple material types (2); RAP/RAS or recycled materials; additives/modifiers; temperature effects (multiple temperatures),3,excitation source (IR); sensors (IR); boundary conditions (IR); vibration modes (IR); standard/reference (IR); repetitions (IR); temperature (IR),1,FFT,3,"|E*| / dynamic modulus, phase angle","Norm of the complex modulus, Phase angle of the complex modulus",1,direct analytical / empirical equation,Analytical method based on closed-form solutions of wave equations,2,2,Modulus derived from resonant freq,Comparison of results from different tests (e.g. between MWP tests and complex modulus tests),1,Simple method to dose rejuvenators on RAP,"RAP, IR on asphalt mixtures and study of bitumen blends with additives",Application Focus,Testing Methodology Focus,Yes,Scores tied at 3; ABK/ABL emphasis resolved to Application Focus,Medium,"App=3, Meth=3, DA=2 (SigProc=1, PropC=3, IdM=1). Scores tied at 3; ABK/ABL emphasis resolved to Application Focus.",Hot Mixture Asphalt (HMA),Cylinder
P59,"Benaboud, S. and Takarli, M. and Allou, F. and Dubois, F. and Nicolaï, A. and Pouteau, B. and Beghin, A.",2022,Efficiency of Ultrasonic Pulse Velocity Test in the Determination of Residual Asphalt Mix Pavement Properties,UT,None reported,Ultrasonic testing (UT),High,0,No application evidence identified in the form,2,central frequency (UT); configuration (UT); temperature (UT); transducer type (UT); wave type (UT),0,Not described,0,wave velocity,P-waves/S-waves velocities,1,direct analytical / empirical equation,"Analytical method based on closed-form solutions of wave equations | Hinkley criterion, AIC, maximum method",1,0,None,Comparison of results from different tests (e.g. between MWP tests and complex modulus tests),1,signal processing,Not reported,Testing Methodology Focus,None,No,Single highest technical score,High,"App=0, Meth=2, DA=1 (SigProc=0, PropC=0, IdM=1). Single highest technical score.",Hot Mixture Asphalt (HMA),Slab / plate
P43,"Zhang, W. and Akber, M.A. and Hou, S. and Bian, J. and Zhang, D. and Le, Q.",2019,Detection of dynamic modulus and crack properties of asphalt pavement using a non-destructive ultrasonic wave method,UT,Complex modulus (E*),"Ultrasonic testing (UT), Complex modulus (E*)",Low,2,conventional-test comparison (Complex modulus (E*)); multiple material types (4); cracking/damage,2,central frequency (UT); configuration (UT); repetitions (UT); temperature (UT); transducer type (UT),0,Not described,2,"|E*| / dynamic modulus, wave velocity","Norm of the complex modulus, P-waves/S-waves velocities",1,direct analytical / empirical equation,Analytical method based on closed-form solutions of wave equations,2,0,None,Comparison of results from different tests (e.g. between MWP tests and complex modulus tests),0,Not reported,Not reported,Testing Methodology Focus,Data Analysis Type,Yes,Scores tied at 2; ABK/ABL not decisive; richer form evidence favoured Testing Methodology Focus,Low,"App=2, Meth=2, DA=2 (SigProc=0, PropC=2, IdM=1). Scores tied at 2; ABK/ABL not decisive; richer form evidence favoured Testing Methodology Focus.",Hot Mixture Asphalt (HMA),Cylinder
P11,"Zargar, M. and Banerjee, S. and Bullen, F. and Ayers, R.",2019,An investigation into the use of ultrasonic wave transmission techniques to evaluate air voids in asphalt,UT,Air voids,"Ultrasonic testing (UT), Air voids",Low,3,conventional-test comparison (Air voids); multiple material types (3); additives/modifiers; density/air-void evaluation,3,central frequency (UT); configuration (UT); repetitions (UT); standard/reference (UT); temperature (UT); transducer type (UT); wave type (UT); methodological comment (UT),0,Not described,0,Other output (see raw),Air voids,1,direct analytical / empirical equation,linear regression with air voids,1,0,None,Not reported,0,Not reported,Not reported,Testing Methodology Focus,Application Focus,Yes,Scores tied at 3; ABK/ABL not decisive; richer form evidence favoured Testing Methodology Focus,Low,"App=3, Meth=3, DA=1 (SigProc=0, PropC=0, IdM=1). Scores tied at 3; ABK/ABL not decisive; richer form evidence favoured Testing Methodology Focus.",Hot Mixture Asphalt (HMA),Disc
P164,"Carret, J.-C. and Di Benedetto, H. and Sauzéat, C.",2018,Characterization of asphalt mixes behaviour from dynamic tests and comparison with conventional cyclic tension-compression tests,IR,Complex modulus (E*),"Impact resonance test (IRT), Complex modulus (E*)",High,2,conventional-test comparison (Complex modulus (E*)); multiple material types (2),3,excitation source (IR); sensors (IR); boundary conditions (IR); vibration modes (IR); repetitions (IR); temperature (IR),2,"coherence, FFT",3,"|E*| / dynamic modulus, phase angle, Poisson’s ratio","Norm of the complex modulus, Phase angle of the complex modulus, Poisson’s ratio",3,numerical inverse / back-analysis,Numerical inverse analysis (FEM or other),3,2,2S2P1D,"Master curve construction, Comparison of results from different tests (e.g. between MWP tests and complex modulus tests)",2,Demonstrated that impact resonance testing can be used to determine the linear viscoelastic properties of asphalt mixtures and showed good agreement with conventional cyclic tension–compression test results over a wide range of temperatures and frequencies.,One of the few studies directly comparing IRT results with conventional cyclic tension–compression measurements using 2S2P1D rheological modeling and master curves for validation.,Data Analysis Type,Testing Methodology Focus,Yes,Scores tied at 3; ABK/ABL emphasis resolved to Data Analysis Type,Medium,"App=2, Meth=3, DA=3 (SigProc=2, PropC=3, IdM=3). Scores tied at 3; ABK/ABL emphasis resolved to Data Analysis Type.",Hot Mixture Asphalt (HMA); Warm Mixture Asphalt (WMA),Cylinder
P46,"Underwood, S. and Kim, Y.R.",2003,Determination of Depth of Surface Cracks in Asphalt Pavements,UT,Surface Wave Testing (SWT) /,"Ultrasonic testing (UT), Surface Wave Testing (SWT) /",Medium,2,conventional-test comparison (Surface Wave Testing (SWT) /); cracking/damage,2,central frequency (UT); configuration (UT); standard/reference (UT); transducer type (UT); wave type (UT); methodological comment (UT),0,Not described,0,wave velocity,P-waves/S-waves velocities,1,direct analytical / empirical equation,Analytical method based on closed-form solutions of wave equations,1,0,None,Not reported,2,"First demonstration that UT and surface waves can be used to estimate surface-crack depth in asphalt pavements nondestructively, with UT showing the greatest practical potential.",Focuses on crack-depth detection rather than material-property characterization; UT was more practical than surface-wave testing because it did not require baseline wave properties.,Application Focus,Testing Methodology Focus,Yes,Scores tied at 2; ABK/ABL emphasis resolved to Application Focus,Medium,"App=2, Meth=2, DA=1 (SigProc=0, PropC=0, IdM=1). Scores tied at 2; ABK/ABL emphasis resolved to Application Focus.",Hot Mixture Asphalt (HMA),Slab / plate
P55,"Al-Zajrawi, A.K. and Mashkur, B.T. and Al-Zahra, Z.A.",2020,Effect of Silica on Hot Mix Asphalt Mixture,UT,None reported,Ultrasonic testing (UT),Low,0,No application evidence identified in the form,1,standard/reference (UT),0,Not described,0,Not reported,Not reported,0,Not described,Not reported,0,0,None,Not reported,1,"The article does not provide useful contributions to TC MWP: 
- The article does not provide information on the hardware used for the UT test, the test execution and conditions, nor the signal analysis method and obtained results (limited to wave velocity), and it does not specify the type of wave considered.
- It also lacks detailed information on the materials and specimens used (geometry, void content, binder type, aggregates, etc.).
- Although conventional tests (ITS, Marshall Stiffness, Stiffness Modulus, and Freeze-Thaw cycles) are mentioned, no details are provided regarding the methodologies or the mechanical properties determined. Furthermore, no comparison is made between the results of these conventional tests and the UT results.
- The only reported conclusion presented, is that wave velocity decreases with increasing silica fume content in the asphalt mixture.",Not reported,Testing Methodology Focus,None,No,Single highest technical score,High,"App=0, Meth=1, DA=0 (SigProc=0, PropC=0, IdM=0). Single highest technical score.",Hot Mixture Asphalt (HMA),Other / special / unspecified
